Facility Name,Site Address,Facility Type,Last Inspection Date,Inspection Result,url_entity_partial,category,url_entity_full
A1 Hakka House,5B-660 Eglinton Ave W Mississauga ON L5R 3V2,Restaurant,2024-03-18,,location.href = '/Portal/Facility/Details/b019ae31-2104-4a4e-9571-1fd2f5530e84' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/b019ae31-2104-4a4e-9571-1fd2f5530e84
A1 Pizza and Meat Shop,3-10990 Chinguacousy Rd Brampton ON L7A 0P1,Food Take Out,2024-03-05,,location.href = '/Portal/Facility/Details/14b45c3e-dd00-41be-a97d-60881cd00c3c' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/14b45c3e-dd00-41be-a97d-60881cd00c3c
A2B Restaurant,8215 Financial Dr Brampton ON L6Y 1M1,Restaurant,2023-12-08,,location.href = '/Portal/Facility/Details/fc79504f-e1c2-4c0b-bd3e-dae22801afde' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/fc79504f-e1c2-4c0b-bd3e-dae22801afde
AAA Convenience Plus,20-1100 Burnhamthorpe Rd W Mississauga ON L5C 4G4,Food Store (e.g. Convenience/Variety),2023-11-09,,location.href = '/Portal/Facility/Details/76bede89-86f5-492a-9b7b-d5216bfe283c' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/76bede89-86f5-492a-9b7b-d5216bfe283c
AB Catering Services,1-105 Kennedy Rd S Brampton ON L6W 3G2,Food Take Out,2024-02-01,,location.href = '/Portal/Facility/Details/3fe54b69-14c6-45ed-b379-9e8406f6b11d' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/3fe54b69-14c6-45ed-b379-9e8406f6b11d
Abbey Road Pub & Patio,9-3200 Erin Mills Pky Mississauga ON L5L 1W8,Restaurant,2024-01-26,,location.href = '/Portal/Facility/Details/2056eb14-2005-4287-98dc-dccfd81189a5' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/2056eb14-2005-4287-98dc-dccfd81189a5
ABC Convenience,3-5 McMurchy Ave N Brampton ON L6X 2R6,Food Store (e.g. Convenience/Variety),2024-04-16,,location.href = '/Portal/Facility/Details/c5538d82-ee5a-4520-9f7a-fbeca2e4a17d' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/c5538d82-ee5a-4520-9f7a-fbeca2e4a17d
ABC Montessori II,285 Matheson Blvd E Mississauga ON L4Z 1X8,IPAC - Child Care - Off-site Food Preparation,2024-04-22,,location.href = '/Portal/Facility/Details/a734cfbc-57de-4acb-afb6-a9c6908054f9' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/a734cfbc-57de-4acb-afb6-a9c6908054f9
Absolute Angels Child Care Centre,222 Salvation Rd Brampton ON L7A 0W9,IPAC - Child Care - Off-site Food Preparation,2023-10-19,,location.href = '/Portal/Facility/Details/127287a7-e3db-4f06-ba55-dffba7a98cdf' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/127287a7-e3db-4f06-ba55-dffba7a98cdf
Absolute Angels II Daycare,10-12-10635 Creditview Rd Brampton ON L7A 0T4,IPAC - Child Care - Off-site Food Preparation,2023-10-24,,location.href = '/Portal/Facility/Details/859946a0-8a19-42a5-9f22-c17cd68cbbc2' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/859946a0-8a19-42a5-9f22-c17cd68cbbc2
ACB Bar & Grill,8-80 Eastern Ave Brampton ON L6W 0B6,Restaurant,2022-06-08,,location.href = '/Portal/Facility/Details/b5e5d567-b50e-4615-be19-9377b2287175' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/b5e5d567-b50e-4615-be19-9377b2287175
ACE Convenience,231 Queen St E Brampton ON L6W 2B5,Food Store (e.g. Convenience/Variety),,,location.href = '/Portal/Facility/Details/87b49f4e-8c43-4e6d-8a9d-654920b40082' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/87b49f4e-8c43-4e6d-8a9d-654920b40082
Acer - Terminal 3,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2024-04-22,,location.href = '/Portal/Facility/Details/aee472bb-eacf-4dfd-b8cb-68d41ace60d5' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/aee472bb-eacf-4dfd-b8cb-68d41ace60d5
Aces Tea Inc.,10-2145 Dunwin Dr Mississauga ON L5L 4L9,Food Take Out,2023-03-06,,location.href = '/Portal/Facility/Details/cefc7477-c1f2-4b5c-8b92-b68b76b1ccf2' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/cefc7477-c1f2-4b5c-8b92-b68b76b1ccf2
Ackee Tree Supermarket,2-253 Queen St E Brampton ON L6W 2B8,Food Store (e.g. Convenience/Variety),,,location.href = '/Portal/Facility/Details/84bf9308-1fdb-4169-b4e0-fa9b7b92c80d' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/84bf9308-1fdb-4169-b4e0-fa9b7b92c80d
Active Adult Centre of Mississauga,116-377 Burnhamthorpe Rd E Mississauga ON L5A 3Y1,Snack Bar/Refreshment Stand,2023-10-03,,location.href = '/Portal/Facility/Details/73d8717b-1dd7-422d-b8f1-3e8f9b63098c' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/73d8717b-1dd7-422d-b8f1-3e8f9b63098c
Addison - Sandra's Kitchen,6600 Turner Valley Rd Mississauga ON L5N 5Z1,Food Take Out,,,location.href = '/Portal/Facility/Details/18cf54f6-3971-4e3c-b913-6ecce4222eb5' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/18cf54f6-3971-4e3c-b913-6ecce4222eb5
Adel's Fatatre and Chicken Olle,19-6085 Creditview Rd Mississauga ON L5V 2A8,Food Take Out,2024-03-26,,location.href = '/Portal/Facility/Details/b7310e15-650e-434c-b335-fc44cc9c58b9' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/b7310e15-650e-434c-b335-fc44cc9c58b9
Ademoy Afri-Ca Inc,47-19 Kenview Blvd Brampton ON L6T 5G6,Supermarket,2023-08-30,,location.href = '/Portal/Facility/Details/4e78a85f-3de2-463c-9800-32534aebcb5e' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/4e78a85f-3de2-463c-9800-32534aebcb5e
Aditi Supermarket Ltd.,17-470 Chrysler Dr Brampton L6S 0C1,Supermarket,2023-10-25,,location.href = '/Portal/Facility/Details/dbadc35c-c6a8-46bd-ac19-fd22e8e08e86' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/dbadc35c-c6a8-46bd-ac19-fd22e8e08e86
Admiral Inn - Restaurant,2161 North Sheridan Way Mississauga ON L5K 1A3,Restaurant,2024-02-22,,location.href = '/Portal/Facility/Details/41837c92-113d-4d6e-96e4-05563f770d15' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/41837c92-113d-4d6e-96e4-05563f770d15
Adobo Fresh Burrito,1-2911 Eglinton Ave W Mississauga ON L5M 6J3,Restaurant,,,location.href = '/Portal/Facility/Details/8c66279d-c9ce-461e-ad68-0a7d43126310' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/8c66279d-c9ce-461e-ad68-0a7d43126310
Adobo Fresh Burrito,18-55 Mountainash Rd Brampton ON L6R 1W4,Restaurant,2023-09-12,,location.href = '/Portal/Facility/Details/d5233ea4-cb5d-4a4a-bab6-0ce2a9d4f286' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/d5233ea4-cb5d-4a4a-bab6-0ce2a9d4f286
Adobo Fresh Burrito,1-2911 Eglinton Ave W Mississauga ON L5M 6J3,Restaurant,2024-01-12,,location.href = '/Portal/Facility/Details/0290d740-0323-446a-b9b7-711c9064c2c0' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/0290d740-0323-446a-b9b7-711c9064c2c0
Adobo Fresh Burrito,4046 Confederation Pkwy Mississauga ON L5B 0G4,Restaurant,2024-02-06,,location.href = '/Portal/Facility/Details/3e0d7e90-1e8e-4e56-95de-bb9e2fa8224c' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/3e0d7e90-1e8e-4e56-95de-bb9e2fa8224c
Adobo Grill,1B-1550 South Gateway Mississauga ON L4W 5K3,Food Take Out,2024-03-20,,location.href = '/Portal/Facility/Details/04b44a89-a33c-4ffe-8823-def56c4b25dc' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/04b44a89-a33c-4ffe-8823-def56c4b25dc
Adonis - Bakery,2561 Stanfield Rd Mississauga ON,Bakery,2024-03-01,,location.href = '/Portal/Facility/Details/e6c0e09c-b44b-4a74-8ff3-7bbb9848fc59' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/e6c0e09c-b44b-4a74-8ff3-7bbb9848fc59
Adonis - Bakery,1240 Eglinton Ave W Mississauga ON L5N 1N3,Multi-unit Food Store,2023-12-11,,location.href = '/Portal/Facility/Details/2d9bb1a8-379d-4127-ad4f-86dc257cdf16' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/2d9bb1a8-379d-4127-ad4f-86dc257cdf16
Adonis - Butcher,2561 Stanfield Rd Mississauga ON,Butcher Shop,2024-03-01,,location.href = '/Portal/Facility/Details/49aa700b-dab4-47da-b567-4154c214eb9e' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/49aa700b-dab4-47da-b567-4154c214eb9e
Adonis - Butcher,1240 Eglinton Ave W Mississauga ON L5N 1N3,Multi-unit Food Store,2023-12-11,,location.href = '/Portal/Facility/Details/d980fbfa-ca61-409b-9ee1-ff0d1eb57a0e' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/d980fbfa-ca61-409b-9ee1-ff0d1eb57a0e
Adonis - Deli,2561 Stanfield Rd Mississauga ON,Multi-unit Food Store,2024-03-01,,location.href = '/Portal/Facility/Details/f765317b-414c-474d-aa2a-0b3e8efc90c2' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/f765317b-414c-474d-aa2a-0b3e8efc90c2
Adonis - Deli,1240 Eglinton Ave W Mississauga ON L5V 1N3,Multi-unit Food Store,2023-12-11,,location.href = '/Portal/Facility/Details/5e704092-20c9-4a8a-851e-158a2430efa8' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/5e704092-20c9-4a8a-851e-158a2430efa8
Adonis - Food Take Out,1240 Eglinton Ave W Mississauga ON L5N 1N3,Multi-unit Food Store,2023-12-11,,location.href = '/Portal/Facility/Details/d3a6f4ca-e262-4df9-b237-18ffbf6e2bf4' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/d3a6f4ca-e262-4df9-b237-18ffbf6e2bf4
Adonis - Food Take-Out,2561 Stanfield Rd Mississauga ON,Food Take Out,2024-03-01,,location.href = '/Portal/Facility/Details/acf164c8-fbb8-489a-b264-718b2c8a4515' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/acf164c8-fbb8-489a-b264-718b2c8a4515
Adonis - Seafood,1240 Eglinton Ave W Mississauga ON L5N 1N3,Multi-unit Food Store,2023-12-11,,location.href = '/Portal/Facility/Details/473d9e88-777c-4008-a0a7-1243668ae879' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/473d9e88-777c-4008-a0a7-1243668ae879
Adonis - Seafood,2561 Stanfield Rd Mississauga ON,Fish Shop,2024-03-01,,location.href = '/Portal/Facility/Details/dc19d49e-f4e8-490d-a36e-e57d3f9a809f' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/dc19d49e-f4e8-490d-a36e-e57d3f9a809f
Adonis - Supermarket,2561 Stanfield Rd Mississauga ON,Supermarket,2024-03-01,,location.href = '/Portal/Facility/Details/4c22f274-040c-46ae-997b-da58955c83c1' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/4c22f274-040c-46ae-997b-da58955c83c1
Adonis - Supermarket,1240 Eglinton Ave W Mississauga ON L5V 1N3,Multi-unit Food Store,2023-08-02,,location.href = '/Portal/Facility/Details/d62db4e3-f0fa-48d0-b15d-8f20b1298f5c' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/d62db4e3-f0fa-48d0-b15d-8f20b1298f5c
Aerosports Brampton,3-100 Westcreek Blvd Brampton ON L6T 5V7,Snack Bar/Refreshment Stand,2024-03-20,,location.href = '/Portal/Facility/Details/111eb7ab-b43a-403f-93eb-326ba8fbf933' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/111eb7ab-b43a-403f-93eb-326ba8fbf933
AFC Pizza,2-10 Pannahill Cres Brampton ON L6P 3Y7,Multi-unit Food Store,2023-06-21,,location.href = '/Portal/Facility/Details/b75105c1-7699-4cf3-b300-e6c7dabb39a5' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/b75105c1-7699-4cf3-b300-e6c7dabb39a5
Afghan Flame,1-2-2555 Erin Centre Blvd Mississauga ON L5M 5G9,Restaurant,2024-04-03,,location.href = '/Portal/Facility/Details/ffee198b-dca6-42a5-8022-a8c719ead546' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/ffee198b-dca6-42a5-8022-a8c719ead546
Afghan Grill House Inc,110-120 Traders Blvd E Mississauga ON L4Z 2H7,Restaurant,2023-10-12,,location.href = '/Portal/Facility/Details/2b40ad6d-14c1-4cf4-a89a-c6de28cb3dc0' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/2b40ad6d-14c1-4cf4-a89a-c6de28cb3dc0
Afghan Palace,65-3505 Odyssey Drive Mississauga Ontario L5M 7N4,Restaurant,2024-04-02,,location.href = '/Portal/Facility/Details/b1918fca-38ba-4272-ba3a-38d542f57152' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/b1918fca-38ba-4272-ba3a-38d542f57152
African Caribbean Groceries Inc.,63 Dundas St W Mississauga ON,Supermarket,2023-11-30,,location.href = '/Portal/Facility/Details/3e47ed6f-9b76-4bb8-92bf-8be9e15e6495' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/3e47ed6f-9b76-4bb8-92bf-8be9e15e6495
African Market,19 Queen St W Brampton ON L6Y 1L9,Food Store (e.g. Convenience/Variety),2023-04-19,,location.href = '/Portal/Facility/Details/a21750c4-03a1-44fd-adbc-b8b284a3b9d7' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/a21750c4-03a1-44fd-adbc-b8b284a3b9d7
African Royal Foods (Supermarket),4-332 Main St N Brampton ON L6V 1P8,Multi-unit Food Store,,,location.href = '/Portal/Facility/Details/087f00be-c9b3-4f1a-a58a-16dbb19406c7' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/087f00be-c9b3-4f1a-a58a-16dbb19406c7
African Royal Foods--Butcher Shop Area,4-332 Main St N Brampton ON L6V 1P8,Multi-unit Food Store,,,location.href = '/Portal/Facility/Details/47b4994f-148e-4dbe-8ffe-6aa9a0d98b4e' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/47b4994f-148e-4dbe-8ffe-6aa9a0d98b4e
African Safari Tropical Market,12-1 Steeles Ave Brampton ON L6W 4J4,Food Store (e.g. Convenience/Variety),2023-10-27,,location.href = '/Portal/Facility/Details/ae439281-4e1c-4d3a-a392-e9997a4faaa1' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/ae439281-4e1c-4d3a-a392-e9997a4faaa1
African Supermarket and Beauty Supply,56-8887 The Gore Rd Brampton ON L6P 2K9,Supermarket,,,location.href = '/Portal/Facility/Details/bd061274-9eec-4fb3-b64c-532e00f6b4b7' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/bd061274-9eec-4fb3-b64c-532e00f6b4b7
Afrocan Family Food Depot/ Tropical Centric,6-9-70 Devon Rd Brampton ON L6T 5K7,Food Store (e.g. Convenience/Variety),2023-08-30,,location.href = '/Portal/Facility/Details/10f66d77-3447-4ced-8c73-421fa482760e' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/10f66d77-3447-4ced-8c73-421fa482760e
After Eight 88 Cafe & Lounge,104-2340 Council Ring Rd Mississauga ON L5L 1C1,Restaurant,2024-03-13,,location.href = '/Portal/Facility/Details/3b1185cd-6a8f-4744-bf9e-413427f76a2b' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/3b1185cd-6a8f-4744-bf9e-413427f76a2b
AgeCare Wenleigh - Food Service,2065 Leanne Blvd Mississauga ON L5K 2L6,Long Term Care Facility,2024-03-07,,location.href = '/Portal/Facility/Details/27c0d23d-d6d0-40d9-ab7d-263c256bc74b' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/27c0d23d-d6d0-40d9-ab7d-263c256bc74b
AgeCare Wenleigh - Food Service - 1st floor Serving Kitchen,2065 Leanne Blvd Mississauga ON L5K 2L6,Food Serving Station,2024-03-07,,location.href = '/Portal/Facility/Details/435a48c7-f005-4844-957f-009ebd2ecb82' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/435a48c7-f005-4844-957f-009ebd2ecb82
AgeCare Wenleigh - Food Service - 2nd floor Serving Kitchen,2065 Leanne Blvd Mississauga ON L5K 2L6,Food Serving Station,2024-03-07,,location.href = '/Portal/Facility/Details/a5759829-61f8-4e6e-9b39-6e2fa2da4af1' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/a5759829-61f8-4e6e-9b39-6e2fa2da4af1
AgeCare Wenleigh - Food Service - 3rd floor Serving Kitchen,2065 Leanne Blvd Mississauga ON L5K 2L6,Food Serving Station,2024-03-07,,location.href = '/Portal/Facility/Details/e38ffec3-a332-4efc-bea3-f7982d7de492' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/e38ffec3-a332-4efc-bea3-f7982d7de492
Agha Turkish Cuisine,1971 Lakeshore Rd W Mississauga ON L5J 1J6,Restaurant,2024-03-13,,location.href = '/Portal/Facility/Details/891e1954-8373-4a1c-9bb4-3cf3ff9ffb94' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/891e1954-8373-4a1c-9bb4-3cf3ff9ffb94
Agnes Taylor Public School - Before/After School Program,80 Beech St Brampton ON L6V 1V6,Child Nourishment Program Site,,,location.href = '/Portal/Facility/Details/44fd7f06-ad56-481c-9a8e-44202670411e' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/44fd7f06-ad56-481c-9a8e-44202670411e
Agra Sweets & Tandoori Restaurant,B10-10671 Chinguacousy Rd Brampton ON L7A 0N5,Restaurant,2024-02-06,,location.href = '/Portal/Facility/Details/6b5e5b33-4895-4748-98f7-0e04f2806b7c' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/6b5e5b33-4895-4748-98f7-0e04f2806b7c
Air Canada Cafe - Domestic Terminal 1,AT1-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2024-02-20,,location.href = '/Portal/Facility/Details/975431af-01ea-41f5-9a84-b665ef0568a9' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/975431af-01ea-41f5-9a84-b665ef0568a9
Air Canada Cargo,2580 Britannia Rd E Mississauga,Cafeteria,2024-04-04,,location.href = '/Portal/Facility/Details/3ca086f5-9813-411d-89f8-3536c7312e8b' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/3ca086f5-9813-411d-89f8-3536c7312e8b
Air Canada Hangar #5 - Eurest Dining Services,6400 Airport Rd Mississauga ON L5P 1B4,Cafeteria,2024-04-29,,location.href = '/Portal/Facility/Details/8d94091a-1162-4fd0-8514-4470fc9080b8' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/8d94091a-1162-4fd0-8514-4470fc9080b8
Air Canada Maple Leaf Lounge - Domestic Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2024-02-02,,location.href = '/Portal/Facility/Details/1698b46f-3ddb-49e4-bdf0-b2fa4f5df4cd' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/1698b46f-3ddb-49e4-bdf0-b2fa4f5df4cd
Air Canada Maple Leaf Lounge - International Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2024-02-02,,location.href = '/Portal/Facility/Details/6e44db5d-13af-4f8c-9b9d-dbd6f5de8c0f' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/6e44db5d-13af-4f8c-9b9d-dbd6f5de8c0f
Air Canada Maple Leaf Lounge - Transborder Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2024-01-12,,location.href = '/Portal/Facility/Details/b7e8ee58-5cf1-48e0-a2cc-cdd8e7665644' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/b7e8ee58-5cf1-48e0-a2cc-cdd8e7665644
Air Canada Maple Leaf Lounge Express - Transborder Terminal 1 F193,AT L1-6301 Silver Dart Dr Mississauga ON L5P 1B2,Food Take Out,2023-10-18,,location.href = '/Portal/Facility/Details/0a808938-a1cb-4d93-b521-38b5a28df59f' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/0a808938-a1cb-4d93-b521-38b5a28df59f
Air Canada Signature Suites International Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2024-02-12,,location.href = '/Portal/Facility/Details/ba2cbe6e-6a98-40b1-aa8d-63161873d968' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/ba2cbe6e-6a98-40b1-aa8d-63161873d968
Air France KLM Lounge - Terminal 3,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Catering,2024-05-01,,location.href = '/Portal/Facility/Details/6243618d-9dea-4311-b87d-7eaa36355e4c' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/6243618d-9dea-4311-b87d-7eaa36355e4c
Air Riderz Inc,4 & 5-3600 Ridgeway Dr Mississauga ON,Snack Bar/Refreshment Stand,2023-07-21,,location.href = '/Portal/Facility/Details/0ba2aeb1-8e54-4e03-ba99-07c5e1e2b10f' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/0ba2aeb1-8e54-4e03-ba99-07c5e1e2b10f
Airport Pizza,15388 Airport Rd Caledon ON L7C 1E6,Restaurant,2023-11-23,,location.href = '/Portal/Facility/Details/124de5ee-7a5b-47d2-9b85-2ee726650f10' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/124de5ee-7a5b-47d2-9b85-2ee726650f10
Airport Strip,A-7040 Torbram Rd Mississauga ON L4T 3Z4,Restaurant,2023-11-20,,location.href = '/Portal/Facility/Details/f86b2b05-9b43-4297-bc96-8bfc32220491' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/f86b2b05-9b43-4297-bc96-8bfc32220491
Airport Sweets & Tandoori Restaurant,6-9899 Airport Rd Brampton ON L6S 0A2,Restaurant,2023-03-14,,location.href = '/Portal/Facility/Details/531bbda9-6aa2-479c-bc67-2b65d5367d5f' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/531bbda9-6aa2-479c-bc67-2b65d5367d5f
Aiysplate,1300 Britannia Rd E Mississauga ON L4W 1C8,Food Take Out,2024-02-15,,location.href = '/Portal/Facility/Details/3e258724-7a1d-4417-b0e8-d0b80ade3cb4' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/3e258724-7a1d-4417-b0e8-d0b80ade3cb4
AJ'S Bakery & Catering,10-8917 The Gore Rd Brampton ON L6P 2L1,Bakery,2023-02-21,,location.href = '/Portal/Facility/Details/6618513b-6ecf-4ff9-9752-b0a46ce0215d' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/6618513b-6ecf-4ff9-9752-b0a46ce0215d
Akal Child Care,2-4535 Ebenezer Rd Brampton ON L6P 2P7,IPAC - Child Care - Off-site Food Preparation,2023-10-04,,location.href = '/Portal/Facility/Details/515c36c1-90db-40e1-aff0-e5c2d641d8c2' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/515c36c1-90db-40e1-aff0-e5c2d641d8c2
Akko Cake House,1-4040 Creditview Rd Mississauga ON L5C 4E3,Bakery,2024-03-26,,location.href = '/Portal/Facility/Details/8ebdefdf-1441-4dd3-884f-ab0d1be177e7' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/8ebdefdf-1441-4dd3-884f-ab0d1be177e7
Ako Greek,100B-2225 Erin Mills Pky Mississauga ON L5K 1T9,Food Take Out,2024-03-08,,location.href = '/Portal/Facility/Details/4b3b12fb-9575-4c97-add9-f3e8e433244a' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/4b3b12fb-9575-4c97-add9-f3e8e433244a
Al - Khair Halal Meats & Grocers Inc,3-7125 Goreway Dr Mississauga ON L4T 4H3,Butcher Shop,2023-04-13,,location.href = '/Portal/Facility/Details/5cdb726a-8ba5-4550-a49c-f2bcf1927612' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/5cdb726a-8ba5-4550-a49c-f2bcf1927612
Al Emaan Halal Meat and Grocery - Butcher,3-4-2560 Shepard Ave Mississauga ON,Butcher Shop,2024-04-22,,location.href = '/Portal/Facility/Details/5565e601-d8e6-4aa1-9684-4127dc069e37' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/5565e601-d8e6-4aa1-9684-4127dc069e37
